"Mass","ReconstMass","ReconstAbund","ReconstAnnotation","Methods","Abundance_C2","Abundance_CE","Abundance_HILIC","Mass_original_C2","Mass_original_CE","Mass_original_HILIC","RT_C2","RT_CE","RT_HILIC"
27711,0,0,"","CE",NA,218389.333333333,NA,NA,27711,NA,NA,8,NA
27715,0,0,"","CE & HILIC",NA,218108.666666667,308064.5,NA,27715,27716,NA,9,20
27730,0,0,"","C2",1894951,NA,NA,27730,NA,NA,13,NA,NA
27749,0,0,"","HILIC",NA,NA,408102.5,NA,NA,27749,NA,NA,6
27765,0,0,"","C2",1200036.5,NA,NA,27765,NA,NA,19,NA,NA
27774,0,0,"","CE",NA,490745.5,NA,NA,27774,NA,NA,6,NA
27785,0,0,"","CE",NA,246864,NA,NA,27785,NA,NA,14,NA
27791,0,0,"","CE & HILIC",NA,310558.1,599319,NA,27791,27791,NA,18,1
27802,0,0,"","HILIC",NA,NA,670344,NA,NA,27802,NA,NA,4
27825,0,0,"","C2",3958405,NA,NA,27825,NA,NA,13,NA,NA
27844,0,0,"","HILIC",NA,NA,502530.5,NA,NA,27844,NA,NA,3
27863,0,0,"","CE",NA,176917.1,NA,NA,27863,NA,NA,1,NA
27897,0,0,"","HILIC",NA,NA,400436.5,NA,NA,27897,NA,NA,7
27913,0,0,"","C2",2924025,NA,NA,27913,NA,NA,1,NA,NA
27918,0,0,"","HILIC",NA,NA,434264.5,NA,NA,27918,NA,NA,5
27922,0,0,"","CE",NA,258969.666666667,NA,NA,27922,NA,NA,9,NA
27948,0,0,"","CE",NA,170201.333333333,NA,NA,27948,NA,NA,12,NA
27951,0,0,"","CE",NA,247255,NA,NA,27951,NA,NA,13,NA
27958,0,0,"","C2",1063569,NA,NA,27958,NA,NA,17,NA,NA
27971,0,0,"","CE & HILIC",NA,384018.1,328617.5,NA,27972,27971,NA,7,5
27980,0,0,"","CE",NA,378741,NA,NA,27980,NA,NA,8,NA
27984,0,0,"","CE",NA,274327,NA,NA,27984,NA,NA,12,NA
28005,0,0,"","CE",NA,144277.05,NA,NA,28005,NA,NA,16,NA
28014,0,0,"","C2",1769275,NA,NA,28014,NA,NA,19,NA,NA
28020,0,0,"","HILIC",NA,NA,465685.333333333,NA,NA,28020,NA,NA,11
28042,0,0,"","CE",NA,311518.333333333,NA,NA,28042,NA,NA,12,NA
28059,0,0,"","CE",NA,475995.333333333,NA,NA,28059,NA,NA,11,NA
28073,0,0,"","HILIC",NA,NA,395017,NA,NA,28073,NA,NA,4
28079,0,0,"","CE",NA,267557,NA,NA,28079,NA,NA,10,NA
28085,0,0,"","CE",NA,229077.5,NA,NA,28085,NA,NA,2,NA
28095,0,0,"","CE",NA,469713.5,NA,NA,28095,NA,NA,13,NA
28108,0,0,"","C2",1741635,NA,NA,28108,NA,NA,15,NA,NA
28111,0,0,"","C2",1157946.33333333,NA,NA,28111,NA,NA,1,NA,NA
28127,0,0,"","C2",1094838,NA,NA,28127,NA,NA,20,NA,NA
28130,0,0,"","CE",NA,287287.5,NA,NA,28130,NA,NA,1,NA
28134,0,0,"","CE",NA,155092,NA,NA,28134,NA,NA,12,NA
28151,0,0,"","CE",NA,95899.1,NA,NA,28151,NA,NA,16,NA
28157,0,0,"","CE",NA,240490.95,NA,NA,28157,NA,NA,18,NA
28164,0,0,"","CE",NA,203133,NA,NA,28164,NA,NA,9,NA
28178,0,0,"","C2 & CE",1070422,101833.55,NA,28178,28179,NA,19,18,NA
28181,0,0,"","CE",NA,189650.5,NA,NA,28181,NA,NA,12,NA
28202,0,0,"","HILIC",NA,NA,366850,NA,NA,28202,NA,NA,5
28209,0,0,"","C2",1115791,NA,NA,28209,NA,NA,1,NA,NA
28216,0,0,"","CE",NA,335808,NA,NA,28216,NA,NA,7,NA
28220,0,0,"","CE",NA,170017,NA,NA,28220,NA,NA,12,NA
28224,0,0,"","CE",NA,367656,NA,NA,28224,NA,NA,18,NA
28253,0,0,"","C2 & CE",4049060,138315.5,NA,28254,28253,NA,10,14,NA
28286,0,0,"","CE",NA,209033,NA,NA,28286,NA,NA,13,NA
28302,0,0,"","CE",NA,308512.333333333,NA,NA,28302,NA,NA,14,NA
28305,0,0,"","C2",1612180,NA,NA,28305,NA,NA,14,NA,NA
28319,0,0,"","HILIC",NA,NA,395338.5,NA,NA,28319,NA,NA,4
28326,0,0,"","CE & HILIC",NA,71753.5,582586,NA,28326,28326,NA,19,6
28330,0,0,"","C2",976281.5,NA,NA,28330,NA,NA,17,NA,NA
28338,0,0,"","CE",NA,269053,NA,NA,28338,NA,NA,10,NA
28344,0,0,"","CE",NA,189922.5,NA,NA,28343,NA,NA,11,NA
28367,0,0,"","CE",NA,147413.35,NA,NA,28367,NA,NA,11,NA
28374,0,0,"","C2 & CE",2597229.5,203230,NA,28374,28375,NA,10,2,NA
28378,0,0,"","CE",NA,133382,NA,NA,28378,NA,NA,18,NA
28385,0,0,"","CE",NA,197048,NA,NA,28385,NA,NA,11,NA
28403,0,0,"","C2 & CE",1677542.5,238564.25,NA,28404,28403,NA,10,7,NA
28420,0,0,"","C2",3417874.33333333,NA,NA,28420,NA,NA,7,NA,NA
28439,0,0,"","CE",NA,350065.5,NA,NA,28439,NA,NA,9,NA
28455,0,0,"","CE",NA,345130,NA,NA,28455,NA,NA,14,NA
28473,0,0,"","C2 & CE",1627505,494038,NA,28474,28473,NA,20,9,NA
28494,0,0,"","CE",NA,214370.333333333,NA,NA,28494,NA,NA,18,NA
28498,0,0,"","CE",NA,182363,NA,NA,28498,NA,NA,12,NA
28507,0,0,"","CE",NA,110451.75,NA,NA,28507,NA,NA,1,NA
28520,0,0,"","CE",NA,271727,NA,NA,28520,NA,NA,11,NA
28527,0,0,"","C2",1551296,NA,NA,28527,NA,NA,15,NA,NA
28530,0,0,"","CE",NA,119172.5,NA,NA,28530,NA,NA,20,NA
28555,0,0,"","C2",5269910,NA,NA,28555,NA,NA,7,NA,NA
28572,0,0,"","CE",NA,129016,NA,NA,28572,NA,NA,19,NA
28577,0,0,"","CE",NA,255337.5,NA,NA,28577,NA,NA,15,NA
28592,0,0,"","C2",847354,NA,NA,28592,NA,NA,16,NA,NA
28623,0,0,"","C2",3415698,NA,NA,28623,NA,NA,8,NA,NA
28631,0,0,"","CE",NA,230376.05,NA,NA,28631,NA,NA,3,NA
28642,0,0,"","CE",NA,274065,NA,NA,28642,NA,NA,17,NA
28647,0,0,"","CE",NA,342407,NA,NA,28647,NA,NA,10,NA
28652,0,0,"","CE",NA,115530.2,NA,NA,28652,NA,NA,19,NA
28661,0,0,"","C2",1703404.5,NA,NA,28661,NA,NA,14,NA,NA
28676,0,0,"","CE",NA,140841.333333333,NA,NA,28676,NA,NA,15,NA
28682,0,0,"","CE",NA,100790.2,NA,NA,28682,NA,NA,1,NA
28685,0,0,"","C2",2552430,NA,NA,28685,NA,NA,11,NA,NA
28689,0,0,"","C2 & CE",1085419.5,104229.9,NA,28689,28689,NA,15,20,NA
28698,0,0,"","CE",NA,94273.05,NA,NA,28698,NA,NA,18,NA
28709,0,0,"","CE",NA,197562,NA,NA,28709,NA,NA,15,NA
28727,0,0,"","C2",1520457.5,NA,NA,28727,NA,NA,11,NA,NA
28738,0,0,"","C2",1266017.75,NA,NA,28738,NA,NA,2,NA,NA
28746,0,0,"","CE",NA,246292.5,NA,NA,28746,NA,NA,15,NA
28758,0,0,"","CE",NA,140165,NA,NA,28758,NA,NA,14,NA
28780,0,0,"","CE",NA,185059.5,NA,NA,28780,NA,NA,17,NA
28817,0,0,"","C2",1068187,NA,NA,28817,NA,NA,19,NA,NA
28827,0,0,"","HILIC",NA,NA,7221276.66666667,NA,NA,28827,NA,NA,1
28843,0,0,"","HILIC",NA,NA,326252.5,NA,NA,28843,NA,NA,10
28858,0,0,"","CE",NA,284863,NA,NA,28858,NA,NA,19,NA
28864,0,0,"","C2",3360645,NA,NA,28863,NA,NA,15,NA,NA
28867,0,0,"","HILIC",NA,NA,2065296.66666667,NA,NA,28867,NA,NA,1
28876,0,0,"","C2",5151840,NA,NA,28876,NA,NA,8,NA,NA
28881,0,0,"","CE",NA,156864.55,NA,NA,28881,NA,NA,10,NA
28885,0,0,"","CE",NA,317912.5,NA,NA,28885,NA,NA,2,NA
28915,0,0,"","C2",2945244,NA,NA,28915,NA,NA,4,NA,NA
28923,0,0,"","HILIC",NA,NA,682754,NA,NA,28923,NA,NA,1
28933,0,0,"","C2",3969455,NA,NA,28933,NA,NA,11,NA,NA
28945,0,0,"","CE",NA,112448.35,NA,NA,28945,NA,NA,18,NA
28963,0,0,"","CE",NA,132541,NA,NA,28963,NA,NA,16,NA
28971,0,0,"","HILIC",NA,NA,6463766.66666667,NA,NA,28971,NA,NA,1
28998,0,0,"","C2 & CE",3293425,234147.8,NA,28997,28999,NA,14,20,NA
29002,0,0,"","C2",3639235,NA,NA,29002,NA,NA,7,NA,NA
29011,0,0,"","CE",NA,189119,NA,NA,29011,NA,NA,11,NA
29020,0,0,"","CE",NA,145886.45,NA,NA,29020,NA,NA,19,NA
29028,0,0,"","CE",NA,189699.5,NA,NA,29028,NA,NA,15,NA
29034,0,0,"","C2",4223640,NA,NA,29034,NA,NA,7,NA,NA
29060,0,0,"","C2 & CE",2410135,126657.5,NA,29059,29061,NA,13,17,NA
29098,0,0,"","C2",2692206.33333333,NA,NA,29098,NA,NA,2,NA,NA
29135,0,0,"","HILIC",NA,NA,2780936.66666667,NA,NA,29135,NA,NA,1
29146,0,0,"","HILIC",NA,NA,369558.5,NA,NA,29146,NA,NA,8
29150,0,0,"","HILIC",NA,NA,393424.5,NA,NA,29150,NA,NA,5
29184,0,0,"","C2",1294600,NA,NA,29184,NA,NA,15,NA,NA
29192,0,0,"","C2 & HILIC",3553625,NA,934160.5,29192,NA,29193,2,NA,1
29224,0,0,"","C2",1153807.5,NA,NA,29224,NA,NA,17,NA,NA
29236,0,0,"","C2 & HILIC",1513108,NA,929530.666666667,29237,NA,29235,15,NA,1
29273,0,0,"","HILIC",NA,NA,21746466.6666667,NA,NA,29273,NA,NA,1
29283,0,0,"","C2",1505044.5,NA,NA,29283,NA,NA,10,NA,NA
29290,0,0,"","HILIC",NA,NA,744182.5,NA,NA,29290,NA,NA,2
29296,0,0,"","CE",NA,140181.5,NA,NA,29296,NA,NA,1,NA
29299,0,0,"","C2 & CE",2974855,462044.6,NA,29299,29300,NA,9,3,NA
29306,0,0,"","HILIC",NA,NA,474351,NA,NA,29306,NA,NA,2
29327,0,0,"","CE",NA,173712.5,NA,NA,29327,NA,NA,15,NA
29336,0,0,"","C2 & CE",4252235,426730,NA,29337,29336,NA,7,12,NA
29344,0,0,"","C2",1543935.5,NA,NA,29344,NA,NA,11,NA,NA
29368,0,0,"","C2",1431085.66666667,NA,NA,29368,NA,NA,15,NA,NA
29378,0,0,"","HILIC",NA,NA,873930,NA,NA,29378,NA,NA,1
29399,0,0,"","HILIC",NA,NA,411749,NA,NA,29399,NA,NA,9
29411,0,0,"","CE",NA,279446.5,NA,NA,29411,NA,NA,5,NA
29438,0,0,"","HILIC",NA,NA,2799410,NA,NA,29438,NA,NA,2
29445,0,0,"","C2",1095112.7,NA,NA,29445,NA,NA,2,NA,NA
29454,0,0,"","HILIC",NA,NA,379717.5,NA,NA,29454,NA,NA,5
29465,29467,0.000230963101426948,"Hex(1)HexNAc(1)NeuAc(1) _ H3N5F1","C2",1833685,NA,NA,29465,NA,NA,20,NA,NA
29475,0,0,"","HILIC",NA,NA,682856,NA,NA,29475,NA,NA,1
29482,0,0,"","HILIC",NA,NA,1663595,NA,NA,29482,NA,NA,2
29501,0,0,"","CE",NA,172084.366666667,NA,NA,29501,NA,NA,1,NA
29528,0,0,"","CE",NA,532958,NA,NA,29528,NA,NA,5,NA
29544,0,0,"","C2",708522.65,NA,NA,29544,NA,NA,16,NA,NA
29548,0,0,"","HILIC",NA,NA,211863,NA,NA,29548,NA,NA,11
29555,29555,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H3N4F1","HILIC",NA,NA,5421600,NA,NA,29555,NA,NA,2
29561,0,0,"","CE",NA,304744.9,NA,NA,29561,NA,NA,20,NA
29573,29571,0.000230963101426948,"Hex(1)HexNAc(1)NeuAc(1) _ H4N4S1","CE",NA,101497.55,NA,NA,29573,NA,NA,21,NA
29583,0,0,"","HILIC",NA,NA,9068956.66666667,NA,NA,29583,NA,NA,2
29598,0,0,"","C2",3608190,NA,NA,29598,NA,NA,8,NA,NA
29604,0,0,"","CE & HILIC",NA,356177,634327,NA,29605,29604,NA,2,5
29612,29612,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H3N5","C2 & HILIC",3057097,NA,508837,29613,NA,29612,3,NA,1
29622,0,0,"","C2 & CE & HILIC",4779800,494392.5,7404166.66666667,29622,29622,29623,6,5,2
29632,29630,0.000247101427427797,"Hex(2)HexNAc(2)NeuAc(1) _ H3N4F1","C2",1344981,NA,NA,29632,NA,NA,18,NA,NA
29640,0,0,"","CE",NA,511625.5,NA,NA,29640,NA,NA,2,NA
29643,0,0,"","CE",NA,598672.666666667,NA,NA,29643,NA,NA,1,NA
29654,0,0,"","C2 & HILIC",2491340,NA,716011,29654,NA,29654,12,NA,5
29659,0,0,"","C2",1965760.5,NA,NA,29659,NA,NA,2,NA,NA
29662,0,0,"","CE",NA,554696,NA,NA,29662,NA,NA,16,NA
29667,0,0,"","C2",1944096,NA,NA,29667,NA,NA,3,NA,NA
29673,29671,0.000115832587738461,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H3N4F1","C2",1645166.5,NA,NA,29673,NA,NA,2,NA,NA
29685,29687,0.000247101427427797,"Hex(2)HexNAc(2)NeuAc(1) _ H3N5","C2 & HILIC",1183440,NA,1549925,29684,NA,29686,20,NA,2
29701,0,0,"","CE",NA,652151,NA,NA,29701,NA,NA,5,NA
29709,0,0,"","CE",NA,556391,NA,NA,29709,NA,NA,7,NA
29717,29718,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H4N4F1","C2",3577540,NA,NA,29717,NA,NA,2,NA,NA
29727,29729,0.000115832587738461,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H3N5","HILIC",NA,NA,5739760,NA,NA,29727,NA,NA,2
29733,29733,0.000230963101426948,"Hex(1)HexNAc(1)NeuAc(1) _ H5N4S1","HILIC",NA,NA,768671,NA,NA,29733,NA,NA,5
29751,29751,0.000103214144452566,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H3N4F1","C2 & HILIC",947604.4,NA,365659,29751,NA,29752,2,NA,5
29763,0,0,"","HILIC",NA,NA,802650,NA,NA,29763,NA,NA,11
29778,29776,0.000230963101426948,"Hex(1)HexNAc(1)NeuAc(1) _ H4N5F2","HILIC",NA,NA,785198,NA,NA,29778,NA,NA,2
29798,0,0,"","HILIC",NA,NA,901859.5,NA,NA,29798,NA,NA,1
29807,29808,0.000103214144452566,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H3N5","C2",1166472,NA,NA,29807,NA,NA,2,NA,NA
29814,0,0,"","CE",NA,674343.5,NA,NA,29814,NA,NA,4,NA
29826,0,0,"","HILIC",NA,NA,1613860,NA,NA,29826,NA,NA,4
29838,0,0,"","HILIC",NA,NA,815664.333333333,NA,NA,29838,NA,NA,3
29845,29847,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H3N4F1S1","HILIC",NA,NA,452687,NA,NA,29845,NA,NA,5
29861,29863,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H4N4S1","C2 & HILIC",2061665,NA,1691545,29860,NA,29862,20,NA,4
29866,29864,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H4N4F2","C2",3035815,NA,NA,29866,NA,NA,3,NA,NA
29883,0,0,"","HILIC",NA,NA,869684,NA,NA,29883,NA,NA,3
29895,0,0,"","CE",NA,237165.5,NA,NA,29895,NA,NA,13,NA
29905,29905,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H3N5F2","C2 & HILIC",555733,NA,5161543.33333333,29904,NA,29906,1,NA,3
29913,29914,0.000103214144452566,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H4N4F1","CE",NA,188974.5,NA,NA,29913,NA,NA,15,NA
29924,0,0,"","CE",NA,373932.666666667,NA,NA,29924,NA,NA,18,NA
29942,0,0,"","CE",NA,388824.5,NA,NA,29942,NA,NA,7,NA
29948,0,0,"","C2",1292980.5,NA,NA,29948,NA,NA,13,NA,NA
29964,29963,0.000230963101426948,"Hex(1)HexNAc(1)NeuAc(1) _ H3N6F3","HILIC",NA,NA,694648.666666667,NA,NA,29964,NA,NA,3
29976,29978,0.000706995028968552,"Hex(2)HexNAc(2)NeuAc(2) _ H3N5","CE",NA,364548,NA,NA,29976,NA,NA,4,NA
29979,29978,0.000706995028968552,"Hex(2)HexNAc(2)NeuAc(2) _ H3N5","HILIC",NA,NA,1476180,NA,NA,29979,NA,NA,4
29983,0,0,"","HILIC",NA,NA,613820.5,NA,NA,29983,NA,NA,4
29997,29995,0.000247101427427797,"Hex(2)HexNAc(2)NeuAc(1) _ H4N5F1","C2",2778227.5,NA,NA,29997,NA,NA,7,NA,NA
30014,0,0,"","HILIC",NA,NA,1259525,NA,NA,30014,NA,NA,4
30024,30025,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H5N4S1","HILIC",NA,NA,905952.5,NA,NA,30024,NA,NA,4
30029,0,0,"","HILIC",NA,NA,2789133.33333333,NA,NA,30029,NA,NA,5
30036,30037,0.000115832587738461,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H4N5F1","C2",1447635.5,NA,NA,30036,NA,NA,1,NA,NA
30039,30037,0.000115832587738461,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H4N5F1","CE",NA,89453.95,NA,NA,30039,NA,NA,14,NA
30045,30043,0.000103214144452566,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H3N4F1S1","C2 & CE",1563293.45,561383,NA,30045,30046,NA,2,7,NA
30054,0,0,"","C2 & HILIC",1761522,NA,2076133.33333333,30055,NA,30054,12,NA,4
30090,0,0,"","C2",2028680,NA,NA,30090,NA,NA,1,NA,NA
30095,0,0,"","HILIC",NA,NA,574020.5,NA,NA,30095,NA,NA,3
30115,30117,0.000103214144452566,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H4N5F1","CE & HILIC",NA,196098.933333333,5134936.66666667,NA,30114,30116,NA,8,4
30120,0,0,"","C2 & HILIC",1955835,NA,1389724,30121,NA,30119,2,NA,5
30133,0,0,"","C2",723632.05,NA,NA,30133,NA,NA,1,NA,NA
30136,0,0,"","HILIC",NA,NA,718694.5,NA,NA,30136,NA,NA,5
30140,30141,0.000247101427427797,"Hex(2)HexNAc(2)NeuAc(1) _ H4N5F2","CE",NA,146978.1,NA,NA,30140,NA,NA,11,NA
30150,0,0,"","HILIC",NA,NA,320660,NA,NA,30150,NA,NA,15
30172,30171,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H5N4F1S1","HILIC",NA,NA,856900.5,NA,NA,30172,NA,NA,5
30176,0,0,"","HILIC",NA,NA,1697410,NA,NA,30176,NA,NA,5
30186,0,0,"","C2 & CE",1165107,377885.666666667,NA,30187,30185,NA,2,4,NA
30190,0,0,"","HILIC",NA,NA,1814936.66666667,NA,NA,30190,NA,NA,4
30202,0,0,"","C2",1887213.5,NA,NA,30202,NA,NA,9,NA,NA
30216,0,0,"","HILIC",NA,NA,5212333.33333333,NA,NA,30216,NA,NA,5
30226,30228,0.000706995028968552,"Hex(2)HexNAc(2)NeuAc(2) _ H4N4S1","HILIC",NA,NA,970888.5,NA,NA,30226,NA,NA,4
30231,30229,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H5N5F2","C2",1759504,NA,NA,30231,NA,NA,12,NA,NA
30238,0,0,"","C2",646814,NA,NA,30238,NA,NA,1,NA,NA
30256,30254,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H3N6F3","HILIC",NA,NA,21646700,NA,NA,30256,NA,NA,4
30276,0,0,"","CE",NA,181181,NA,NA,30276,NA,NA,12,NA
30293,0,0,"","HILIC",NA,NA,421260,NA,NA,30293,NA,NA,16
30298,0,0,"","CE",NA,218070,NA,NA,30298,NA,NA,11,NA
30307,0,0,"","CE",NA,361754,NA,NA,30307,NA,NA,20,NA
30314,0,0,"","CE & HILIC",NA,359444,2709176.66666667,NA,30314,30314,NA,17,4
30319,0,0,"","CE & HILIC",NA,718859,4014673.33333333,NA,30320,30319,NA,2,5
30325,0,0,"","C2",3328384,NA,NA,30325,NA,NA,9,NA,NA
30334,0,0,"","CE",NA,445812.333333333,NA,NA,30334,NA,NA,13,NA
30337,0,0,"","HILIC",NA,NA,591850.5,NA,NA,30337,NA,NA,4
30351,0,0,"","C2",2278090,NA,NA,30351,NA,NA,3,NA,NA
30354,0,0,"","CE",NA,501703.666666667,NA,NA,30354,NA,NA,7,NA
30359,0,0,"","C2",3021700,NA,NA,30359,NA,NA,9,NA,NA
30364,0,0,"","HILIC",NA,NA,3182360,NA,NA,30364,NA,NA,4
30377,0,0,"","CE",NA,566891,NA,NA,30377,NA,NA,4,NA
30399,0,0,"","C2",4586560.33333333,NA,NA,30399,NA,NA,9,NA,NA
